date,title,description
2023/11/22,Harry Jowsey Eliminated on ‘DWTS’: Taylor Swift Night Recap,Harry Jowsey was eliminated during Taylor Swift Night on 'DWTS.'
2023/11/22,Drake & Taylor Swift Billboard Music Awards Tie: Pop Shop Podcast,"On the new Billboard Pop Shop Podcast, Katie & Keith are reviewing this year's Billboard Music Awards and 2023 year-end chart-toppers."
2023/11/22,Dad of Taylor Swift fan who died at concert says 'someone will be punished' over daughter's death,The father of Ana Clara Benevides wants someone to be ‘punished’ if it is proven that ‘negligence’ played a part in her death at Taylor Swift's concert amid allegations she was forbidden from taking water into the venue.
2023/11/22,Harry Jowsey Eliminated,The 'Dancing With the Stars' semi-finalists were revealed after Taylor Swift night.
2023/11/21,Trump's lawyers argued he might be able to reveal the names and addresses of jurors.,"Stories about a fan's death at a Taylor Swift show, the Supreme Court and the Voting Rights Act, the secret to perfect mashed potatoes, and more."
2023/11/21,Taylor Swift resale guide: How to buy last minute tickets to Melbourne and Sydney concerts,"Swifties across Australia are preparing for a frenzy this Friday with the official resale launching, here’s a guide on how to get your hands on tickets and avoid being scammed."
2023/11/21,Lana Del Rey Was ‘All Over’ Taylor Swift’s Snow on the Beach,"Lana Del Rey says you couldn’t hear her voice on Taylor Swift’s ‘Snow on the Beach’ on purpose. ‘I layer and match her vocals perfectly,’ she explained."
2023/11/21,Entertainment News Roundup: Taylor Swift fans gather for cooler Rio show after fan’s death; BBC scraps UK Top Gear show for 'foreseeable future' following crash and more,"The BBC said in March it had decided to halt production following the accident, which occurred during filming. A.M. Lukas sues actor Nuno Lopes for alleged rape in New York court American writer and filmmaker A.M. Lukas has accused ""White Lines"" actor Nuno Lopes of drugging and raping her in 2006, in a filing lodged just days before a one-year window to sue over historic sexual abuse expires."
2023/11/21,Biden confuses Taylor Swift and Britney Spears.,What?
2023/11/21,Eagles troll Kansas City Chiefs with Taylor Swift reference after big win,"The team posted a picture of a green friendship bracelet that read ""Eagles win"" on Instagram​ following their 21-17 victory on Monday."
2023/11/21,Taylor Swift’s boyfriend Travis Kelce reveals secret to wooing superstar - and it involves Weatus’ most famous song,"TAYLOR Swift fell for American sportsman Travis Kelce after he wooed her with wine and karaoke by the fire, he has revealed.The NFL star said the duo"
2023/11/21,Father of Taylor Swift Fan Who Died in Brazil Speaks Out on Tragedy,"Weiny Machado recently spoke about the death of his daughter Ana Clara Benevides Machado—who fell ill at a Taylor Swift concert in Brazil, was rushed to the hospital and later died."
2023/11/21,Taylor Swift Is Billboard’s Top Artist of 2023,"Taylor Swift is Billboard's Top Artist of the year for 2023, the third time she's achieved the feat. She also was tops in 2015 and 2009."
2023/11/21,Taylor Swift cancels plans with Travis Kelce after fan death,"“I can’t even tell you how devastated I am by this.” Swift, still in Rio de Janeiro, mourns the loss and cancels plans."
2023/11/21,Eagles couldn’t help themselves by making a Taylor Swift reference after win over Chiefs,The Philadelphia Eagles are celebrating their win on “Monday Night Football” against the Kansas City Chiefs with an apparent nod to Travis Kelce’s relationship with Taylor Swift.
2023/11/21,Taylor Swift's Video Of Gasping For Air In Brazil Goes Viral After A Fan Dies At The Concert,Taylor Swift's video of gasping for air in Brazil goes viral
2023/11/21,Eras Tour Choreographer Critiques Remaining 6 Couples,'Dancing with the Stars' celebrates Taylor Swift via an episode dedicated to her music. Eras Tour choreographer Mandy Moore is a judge.
2023/11/21,Who do you want to see at Anfield next as Pink and Taylor Swift set for summer gigs,Pink is set to return to the stadium next summer
2023/11/21,Fans love 'petty' Eagles post that has subtle dig at Taylor Swift after Philadelphia win,The Philadelphia Eagles won a Super Bowl rematch against the Kansas City Chiefs.And the Eagles won the social media game.Within hours of Philly's 21-1
2023/11/21,Neil 'Razor' Ruddock name checks Liverpool star Mohamed Salah in unique rap and bookie puts it in contention for Christmas No.1,"Adele, Ed Sheeran, Taylor Swift, you might want to keep a close eye on Neil 'Razor' Ruddock ahead of this year's race for Christmas no.1...The former"
2023/11/21,Pink Liverpool gigs will see club bank millions after Taylor Swift,"American singer Pink will perform two nights at Anfield, the home of Liverpool FC, in June 2024, a week after Taylor Swift plays the same venue"
2023/11/21,Travis Kelce's mom Donna regrets initial response to awkward Taylor Swift question,Donna Kelce still feels regret over her answer when asked about her son Travis Kelce’s relationship with Taylor Swift during an interview last month.
2023/11/21,Here's the Exciting Plans that Taylor Swift and Travis Kelce Have in Store for Thanksgiving,The pair is mulling over the idea of throwing a lavish Thanksgiving bash at Travis Kelce's stunning million-dollar mansion in Kansas City.
2023/11/21,Why Taylor Swift Is Missing the Chiefs vs. Eagles Game,"After rescheduling a concert in Rio de Janeiro, Taylor Swift couldn't fly back to the U.S. to watch Travis Kelce's Kansas City Chiefs game against the Philadelphia Eagles on Nov. 20."
2023/11/21,"Taylor Swift's romance with Travis Kelce is 'very different,' says Cara Delevingne","Cara Delevingne revealed she is ""so happy"" for her pal Taylor Swift as she moves forward with her new romance with NFL star Travis Kelce."
2023/11/21,Watch: Taylor Swift helps dehydrated fans after she finds out the audience was not allowed to bring in water,It became evident that the stadium had not adequately prepared for the hydration needs of thousands of fans gathered there.
2023/11/21,Taylor Swift pulls 'Barbie' move after breaking heel during concert,"Taylor Swift pulled a real-life ""Barbie"" move onstage when her heel broke mid-performance in Rio de Janeiro, Brazil."
2023/11/21,Biden Misdirects Taylor Swift Shoutout,"Despite her near-total name recognition, Taylor Swift was confused for Britney Spears at the White House on Monday. The slip came when President Biden made a pop culture reference..."
2023/11/21,Taylor Swift and Travis Kelce Relationship Timeline: Full Guide,Obsessed with Taylor Swift and Travis Kelce? Same. Here's a full breakdown of their relationship timeline.
2023/11/21,"Cara Delevingne Says Taylor Swift-Travis Kelce Romance Is ""Different""",Cara Delevingne shared her true thoughts on BFF Taylor Swift's budding romance with Travis Kelce in an exclusive interview with E! News. Find out how she feels about their love story.
2023/11/21,Travis Kelce Reveals His Favorite Taylor Swift Album in New Interview,Travis Kelce opened up about his romance with Taylor Swift and even shared what his favorite era of hers is during a new interview.
2023/11/21,Taylor Swift's Brazil tour marred by deaths and a dangerous heat wave,"The deaths of two people, muggings and a dangerous heat wave left legions of Taylor Swift's Brazilian fans angry and disappointed in the pop superstar’s Eras Tour."
2023/11/21,"Biden, 81, Mixes Up Taylor Swift and 'Britney' at White House Thanksgiving Event","Biden's birthday at the White House, mistaking Taylor Swift for Britney. White House defends his age, emphasizing experience and accomplishments"
2023/11/21,Father of Taylor Swift fan who died at concert speaks out: 'I've lost my only daughter!',The father of a Taylor Swift fan who died at her concert is seeking answers from promoters as he speaks out about the loss of his only daughter.
2023/11/21,Senate subcommittee issues subpoenas over Taylor Swift ticket sales debacle,"A Senate subcommittee issued a subpoena Monday to Live Nation and its Ticketmaster subsidiary, as part of an ongoing investigation into ticket prices and fees following last year's Taylor Swift concert sales debacle."
2023/11/21,"Chiefs' Travis Kelce gives insight into relationship with Taylor Swift, calls her 'hilarious' and a 'genius'",Kelce said he and Taylor both value family
2023/11/21,Taylor Swift's parents skip Chiefs vs. Eagles game as singer remains in Brazil,Taylor Swift and Travis Kelce's parents skipped attending the Eagles versus the Chiefs at Arrowhead Stadium during Monday Night Football despite the singer's absence.
2023/11/21,Taylor Swift Pulled Out Her Signature Dating Move With Travis Kelce,"When Taylor Swift and Travis Kelce began seeing each other, the singer did what's being referred to as her signature dating move."
2023/11/21,Taylor Swift's Thanksgiving plans on hold after Brazil trials,Taylor Swift's Thanksgiving plans are up in the air after a fan died during a concert in Brazil and one of the dates was pushed back due to the extreme heat.
2023/11/21,Biden confuses Taylor Swift with Britney Spears in remarks on his 81st birthday,"President Joe Biden mixed up Taylor Swift and Britney Spears in remarks Monday during the White House’s annual turkey pardoning ceremony, which happened to fall on the president’s 81st birthday."
2023/11/21,Robbie Williams fan dies after falling at his Sydney show,It comes after the death of a Taylor Swift fan following her performance in Brazil.
2023/11/20,Cara Delevingne: Her Feelings On Taylor Swift & Travis Kelce’s Romance,"Cara Delevingne reveals how she feels about BFF Taylor Swift's romance with Travis Kelce, in a new interview. Read more here."
2023/11/20,"Taylor Swift’s Rio tour marred by deaths, muggings","Before the show Friday, fans lined up for hours outside the Nilton Santos Olympic Stadium where temperatures soared to 41 degrees Celsius (105 Fahrenheit), with a heat index of nearly 59 C (138 F)."
2023/11/20,Taylor Swift performs rescheduled Rio show after deadly heat,"Taylor Swift wrapped up her “Eras Tour” stop in Rio de Janeiro, Brazil on Monday night, following a weekend of performances beset by problems caused by dire heat."
2023/11/20,Travis Kelce says he had 'somebody playing Cupid' when he first met Taylor Swift,"The NFL player has also praised his 12-time Grammy Award-winning girlfriend as ""hilarious"" and ""a genius"", and noted that they share similar values."
2023/11/20,Senate subcommittee issues subpoena to Live Nation and Ticketmaster after Taylor Swift ticketing fiasco,"The Senate Subcommittee on Investigations, chaired by Democratic Sen.Richard Blumenthal, has issued a subpoena to Live Nation and Ticketmaster “for documents related to the company’s ticket pricing, fees, and resale practices.”"
2023/11/20,"Taylor Swift's Rio tour marred by deaths, muggings and a dangerous heat wave","The deaths of two people, muggings and a dangerous heat wave left legions of Taylor Swift's Brazilian fans angry and disappointed."
