Title,Standfirst
Calls for Victorian government to scrap Covid fines as data shows minority groups more likely to be penalised,"Some community leaders say report is evidence of officers targeting people based on their ethnicity, which Victoria police rejectsFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Bondi Junction shooting: Sydney drug kingpin Alen Moradian dead after shots fired into car,"Police believe a burnt-out Porsche found at the same time is linked to the Spring Street attackFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Newcastle stunned by reports Tonali has admitted to betting on Milan games,Midfielder facing long ban if he has placed bets on matchesTonali’s agent says player has a gambling addiction
Russian ambassador calls Australia ‘vindictive’ after dead possum thrown over embassy fence,"Aleksey Pavlovsky also says the Australian government had engaged in a ‘theatre of the absurd’ over contested future embassy site in CanberraFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
"Anthony Albanese’s approval rating falls to lowest level since election, Guardian Essential poll shows","More than two-thirds of voters think Labor isn’t doing enough to ensure ‘affordable and secure rentals’Follow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
 Federal government suspends major aged care contract with PwC,"Exclusive:Suspension of audit program shows existing arrangements in line of fire along with future contracts, as fallout from tax scandal continuesFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Jeremy Hunt delivers a budget designed to destroy a future chancellor | John Crace,Jezza had a last throw of the dice and money to spend. He would blow it on tax cuts and let public services die
"A ‘live now, pay later’ autumn statement – and yet election year still looks bleak | Larry Elliott",Tax cuts are hardly unexpected when the country may soon be going to the polls. What is shocking is how little of the gloom they will relieveUK politics live – latest updatesAutumn statement 2023: key points at a glance
"More Australian homeowners offloading properties at loss as interest rate rises take toll, new data shows","Unit owners particularly vulnerable as profitable national housing sales sank to 92.3% in the three months to March 2023, according to CoreLogic dataFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Kim Jong-un pledges to support Russia ‘in fight against imperialism’ | First Thing,"North Korea’s ‘first priority’ is its relationship with Moscow, Kim tells Putin during meeting at remote Russian space base. Plus, why is the US addicted to laxatives?Don’t already get First Thing in your inbox? Sign up here"
My wife is Thai and I’m white. How can I stop people from making racist assumptions about our relationship? | Ms Understanding,"You are in an excellent position to push back on stereotypes, saysSisonke Msimang. Racism isn’t just offensive to people of colour, it’s offensive periodMs Understandingis an advice column for everyone on everyday issues around race"
"Federal ban on gambling inducements would have greater impact than ad restrictions, insiders say","Australian parliamentary inquiry has called for immediate prohibition of inducements such as bonus bets and rewards programsFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
‘Whatever it takes’: the activists who risk prison to shatter Australia’s climate complacency,"Protesters are taking increasingly extreme action to highlight ecological collapse – and new, more draconian laws are failing to stop themFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
"Ads for online gambling should be banned in Australia within three years, inquiry recommends","Plan gives broadcasters time to find alternatives while preventing ‘another generation from experiencing escalating gambling harm’, Labor MP saysFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
PwC walks back report used to claim Australia’s nature repair market could be worth $137bn,"Report cited by environment minister in support of offset bill criticised for inflated figuresFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
"‘Climate change is out of control’, UN says | First Thing","The average global air temperature hit new heights this week. Plus, new Twitter rules restrict US weather service"
Why the last mile on the road to low inflation may yet prove to be the toughest,"While inflation may have peaked in 2022, households and firms are getting more used to it, making it harder to dislodgeFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Prison inmates to be charged 24c a minute for phone calls as NSW scraps cheaper providers,"Decision could make inmates’ contact with family and friends unaffordable, despite studies showing it reduces recidivismFollow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
‘The human stories behind the music we love’: Radio 3’s Composer of the Week turns 80,"As the BBC programme celebrates a milestone, Donald Macleod – in the presenter’s chair for almost 25 years – reflects on its storytelling power and shares his own tales of Hollywood and handstands"
"First Thing: no power, water or fuel for Gaza until hostages are freed, Israel says","IDF says Hamas fighters still trying to cross into Israel. Plus, why are one in seven of us addicted to ultra-processed foods?Don’t already get First Thing in your inbox? Sign up here"
